repo_a,repo_b,similarity
HKUDS/nanobot,argoproj/argo-cd,0.275704
HKUDS/nanobot,matplotlib/matplotlib,0.395068
HKUDS/nanobot,jaegertracing/jaeger,0.368991
HKUDS/nanobot,jhipster/generator-jhipster,0.326294
HKUDS/nanobot,prefecthq/prefect,0.391522
HKUDS/nanobot,elastic/kibana,0.117821
HKUDS/nanobot,microsoft/onnxruntime,0.253107
HKUDS/nanobot,baidu/amis,0.431954
HKUDS/nanobot,tursodatabase/turso,0.188977
HKUDS/nanobot,screenpipe/screenpipe,0.465273
HKUDS/nanobot,plotly/plotly.py,0.395424
HKUDS/nanobot,microsoft/LightGBM,0.179127
HKUDS/nanobot,rqlite/rqlite,0.27867
HKUDS/nanobot,weaviate/weaviate,0.313191
HKUDS/nanobot,apache/doris,-0.00664
HKUDS/nanobot,jupyterlab/jupyterlab,0.49573
HKUDS/nanobot,apexcharts/apexcharts.js,0.273259
HKUDS/nanobot,ktorio/ktor,0.253459
HKUDS/nanobot,jupyter/notebook,0.449614
HKUDS/nanobot,encode/starlette,0.433099
HKUDS/nanobot,StarRocks/starrocks,0.149914
HKUDS/nanobot,get-convex/convex-backend,0.25859
HKUDS/nanobot,misskey-dev/misskey,0.484456
HKUDS/nanobot,frappe/frappe,0.41205
HKUDS/nanobot,openebs/openebs,0.340739
HKUDS/nanobot,hicccc77/WeFlow,0.244437
HKUDS/nanobot,apache/seatunnel,0.356164
HKUDS/nanobot,databendlabs/databend,0.303044
HKUDS/nanobot,modelscope/modelscope,0.408609
HKUDS/nanobot,dropwizard/dropwizard,0.278683
HKUDS/nanobot,webstudio-is/webstudio,0.342692
HKUDS/nanobot,stamparm/maltrail,0.495577
HKUDS/nanobot,k8sgpt-ai/k8sgpt,0.488731
HKUDS/nanobot,chengaopan/AutoMergePublicNodes,0.422306
HKUDS/nanobot,LearningCircuit/local-deep-research,0.351795
HKUDS/nanobot,woodpecker-ci/woodpecker,0.381286
HKUDS/nanobot,TagStudioDev/TagStudio,0.421963
HKUDS/nanobot,databasus/databasus,0.140072
HKUDS/nanobot,nesquena/hermes-webui,0.406023
HKUDS/nanobot,farm-fe/farm,0.452896
HKUDS/nanobot,home-assistant/frontend,0.352446
HKUDS/nanobot,osaurus-ai/osaurus,0.45527
HKUDS/nanobot,floci-io/floci,0.361187
HKUDS/nanobot,metalbear-co/mirrord,0.3918
HKUDS/nanobot,sacridini/Awesome-Geospatial,0.012677
HKUDS/nanobot,Mai-with-u/MaiBot,0.380766
HKUDS/nanobot,clidey/whodb,0.389938
HKUDS/nanobot,Tracer-Cloud/opensre,0.420413
HKUDS/nanobot,pytorch/executorch,0.615572
HKUDS/nanobot,EasyCorp/EasyAdminBundle,0.234422
HKUDS/nanobot,SwanHubX/SwanLab,0.445422
HKUDS/nanobot,IBM/mcp-context-forge,0.326122
HKUDS/nanobot,web-infra-dev/rsbuild,0.506738
HKUDS/nanobot,metorial/metorial,0.356019
HKUDS/nanobot,langwatch/langwatch,0.579267
HKUDS/nanobot,neomjs/neo,0.556721
HKUDS/nanobot,TableProApp/TablePro,0.183752
HKUDS/nanobot,hosseinmoein/DataFrame,0.198524
HKUDS/nanobot,av/harbor,0.423847
HKUDS/nanobot,patrick-kidger/equinox,0.17026
HKUDS/nanobot,ZSeven-W/openpencil,0.514227
HKUDS/nanobot,superplanehq/superplane,0.371652
HKUDS/nanobot,schultek/jaspr,0.418401
HKUDS/nanobot,kubenav/kubenav,0.22741
HKUDS/nanobot,apioo/fusio,0.366914
HKUDS/nanobot,openhab/openhab-addons,0.436599
HKUDS/nanobot,KudoAI/chatgpt.js,0.494128
HKUDS/nanobot,ezshine/AwesomeSites,0.32833
HKUDS/nanobot,Nano-Collective/nanocoder,0.510896
HKUDS/nanobot,NeptuneHub/AudioMuse-AI,0.258155
HKUDS/nanobot,userfrosting/UserFrosting,0.336771
HKUDS/nanobot,apache/solr,0.138117
HKUDS/nanobot,EnzymeAD/Enzyme,0.183556
HKUDS/nanobot,TailGrids/tailgrids,0.262176
HKUDS/nanobot,mkubaczyk/helmsman,0.167418
HKUDS/nanobot,serversideup/spin,0.306836
HKUDS/nanobot,kimdre/doco-cd,0.394202
HKUDS/nanobot,kube-green/kube-green,0.34124
HKUDS/nanobot,jsxgraph/jsxgraph,0.162868
HKUDS/nanobot,t8y2/dbx,0.223689
HKUDS/nanobot,yjl9903/AnimeGarden,0.506946
HKUDS/nanobot,ppy/osu-web,0.386948
HKUDS/nanobot,OSGeo/grass,0.25435
HKUDS/nanobot,rzru/nightingale,0.24665
HKUDS/nanobot,apache/ofbiz-framework,0.068209
HKUDS/nanobot,EhTagTranslation/Database,0.486724
HKUDS/nanobot,howie6879/weekly,0.243063
HKUDS/nanobot,xiaoiver/infinite-canvas-tutorial,0.384165
HKUDS/nanobot,SemiAnalysisAI/InferenceX,0.289192
HKUDS/nanobot,yegor256/takes,0.221149
HKUDS/nanobot,ArcadeData/arcadedb,0.113523
HKUDS/nanobot,ENTERPILOT/GoModel,0.361831
HKUDS/nanobot,bjw-s-labs/home-ops,0.444434
HKUDS/nanobot,bgauryy/octocode-mcp,0.411988
HKUDS/nanobot,superiorlu/AITreasureBox,0.605382
HKUDS/nanobot,openyak/openyak,0.659072
HKUDS/nanobot,rcarmo/piclaw,0.397868
HKUDS/nanobot,adriannovegil/awesome-observability,0.13967
HKUDS/nanobot,flamego/flamego,0.317634
HKUDS/nanobot,kviklet/kviklet,0.107435
HKUDS/nanobot,suyoumo/ClawProBench,0.602238
HKUDS/nanobot,GeminiLight/MindOS,0.414272
HKUDS/nanobot,kurtosis-tech/kurtosis,0.267859
HKUDS/nanobot,mx-space/core,0.492885
HKUDS/nanobot,henrydaum/second-brain,0.336546
HKUDS/nanobot,flaviuse/mern-authentication,0.129108
HKUDS/nanobot,D-Sketon/hexo-theme-reimu,0.516039
HKUDS/nanobot,FrancescoXX/rustcrab,0.253707
HKUDS/nanobot,violit-dev/violit,0.455643
HKUDS/nanobot,cyhhao/vibe-remote,0.47945
HKUDS/nanobot,aree6/LiftShift,0.339959
HKUDS/nanobot,ILoveBingLu/CipherTalk,0.472501
HKUDS/nanobot,buroa/k8s-gitops,0.413869
HKUDS/nanobot,vellum-ai/vellum-assistant,0.636779
HKUDS/nanobot,alexandre-daubois/ember,0.347773
HKUDS/nanobot,netbox-community/netbox-chart,0.314157
HKUDS/nanobot,thomwebb/gac,0.409144
HKUDS/nanobot,MIERUNE/svelte-maplibre-gl,0.347185
HKUDS/nanobot,Linuxfabrik/monitoring-plugins,0.303477
HKUDS/nanobot,iopsystems/rezolus,0.154512
HKUDS/nanobot,Fu-Jie/openwebui-extensions,0.489647
pingcap/tidb,tensorflow/tensorflow,0.275746
pingcap/tidb,flutter/flutter,0.16204
pingcap/tidb,ollama/ollama,0.109808
pingcap/tidb,huggingface/transformers,0.133158
pingcap/tidb,langgenius/dify,0.416019
pingcap/tidb,vercel/next.js,0.05575
pingcap/tidb,open-webui/open-webui,0.290073
pingcap/tidb,langchain-ai/langchain,0.282197
pingcap/tidb,kubernetes/kubernetes,0.261976
pingcap/tidb,supabase/supabase,0.352456
pingcap/tidb,angular/angular,0.064618
pingcap/tidb,pytorch/pytorch,0.254289
pingcap/tidb,fastapi/fastapi,0.277148
pingcap/tidb,ant-design/ant-design,0.106321
pingcap/tidb,django/django,0.053873
pingcap/tidb,opencv/opencv,0.125821
pingcap/tidb,home-assistant/core,0.309228
pingcap/tidb,sveltejs/svelte,0.169588
pingcap/tidb,vllm-project/vllm,0.270935
pingcap/tidb,elastic/elasticsearch,0.374988
pingcap/tidb,grafana/grafana,0.439676
pingcap/tidb,apache/superset,0.259651
pingcap/tidb,pallets/flask,0.054941
pingcap/tidb,ansible/ansible,0.250189
pingcap/tidb,apache/echarts,0.165551
pingcap/tidb,scikit-learn/scikit-learn,0.246549
pingcap/tidb,keras-team/keras,0.302507
pingcap/tidb,prometheus/prometheus,0.268641
pingcap/tidb,commaai/openpilot,0.141119
pingcap/tidb,pocketbase/pocketbase,0.119612
pingcap/tidb,ultralytics/ultralytics,0.224005
pingcap/tidb,appwrite/appwrite,0.287023
pingcap/tidb,vuejs/core,0.163953
pingcap/tidb,expo/expo,0.069638
pingcap/tidb,run-llama/llama_index,0.389008
pingcap/tidb,pandas-dev/pandas,0.240346
pingcap/tidb,hashicorp/terraform,0.314711
pingcap/tidb,prisma/prisma,0.285053
pingcap/tidb,apache/airflow,0.24399
pingcap/tidb,streamlit/streamlit,0.49313
pingcap/tidb,milvus-io/milvus,0.413794
pingcap/tidb,getsentry/sentry,0.277434
pingcap/tidb,apache/spark,0.469692
pingcap/tidb,gradio-app/gradio,0.1766
pingcap/tidb,ray-project/ray,0.457433
pingcap/tidb,HKUDS/nanobot,0.331236
pingcap/tidb,pingcap/tidb,1.0
pingcap/tidb,facebookresearch/faiss,0.23752
pingcap/tidb,photoprism/photoprism,0.300543
pingcap/tidb,istio/istio,0.265989
pingcap/tidb,duckdb/duckdb,0.343255
pingcap/tidb,docker/compose,0.054966
pingcap/tidb,typeorm/typeorm,0.216882
pingcap/tidb,jax-ml/jax,0.190876
pingcap/tidb,nextcloud/server,0.366938
pingcap/tidb,PostHog/posthog,0.375
pingcap/tidb,alibaba/nacos,0.381645
pingcap/tidb,lutzroeder/netron,0.29392
pingcap/tidb,apache/kafka,0.156592
pingcap/tidb,seaweedfs/seaweedfs,0.352438
pingcap/tidb,cockroachdb/cockroach,0.579819
pingcap/tidb,numpy/numpy,0.135939
pingcap/tidb,hasura/graphql-engine,0.54214
pingcap/tidb,qdrant/qdrant,0.375315
pingcap/tidb,openai/openai-python,0.23533
pingcap/tidb,helm/helm,0.123431
pingcap/tidb,academic/awesome-datascience,0.368475
pingcap/tidb,alibaba/spring-cloud-alibaba,0.301211
pingcap/tidb,dmlc/xgboost,0.241484
pingcap/tidb,chroma-core/chroma,0.440377
pingcap/tidb,langfuse/langfuse,0.377833
pingcap/tidb,apache/flink,0.401562
pingcap/tidb,mlflow/mlflow,0.499504
pingcap/tidb,pulumi/pulumi,0.24797
pingcap/tidb,clockworklabs/SpacetimeDB,0.281607
pingcap/tidb,PaddlePaddle/Paddle,0.301245
pingcap/tidb,volcengine/OpenViking,0.433322
pingcap/tidb,Tencent/ncnn,0.286107
pingcap/tidb,phoenixframework/phoenix,0.251059
pingcap/tidb,argoproj/argo-cd,0.161786
pingcap/tidb,matplotlib/matplotlib,0.064958
pingcap/tidb,jaegertracing/jaeger,0.283743
pingcap/tidb,jhipster/generator-jhipster,0.223502
pingcap/tidb,prefecthq/prefect,0.310685
pingcap/tidb,elastic/kibana,0.234734
pingcap/tidb,microsoft/onnxruntime,0.288176
pingcap/tidb,baidu/amis,0.237861
pingcap/tidb,tursodatabase/turso,0.309684
pingcap/tidb,screenpipe/screenpipe,0.209508
pingcap/tidb,plotly/plotly.py,0.198707
pingcap/tidb,microsoft/LightGBM,0.186
pingcap/tidb,rqlite/rqlite,0.417039
pingcap/tidb,weaviate/weaviate,0.34647
pingcap/tidb,apache/doris,0.337432
pingcap/tidb,jupyterlab/jupyterlab,0.172105
pingcap/tidb,apexcharts/apexcharts.js,0.091083
pingcap/tidb,ktorio/ktor,0.113718
pingcap/tidb,jupyter/notebook,0.209759
pingcap/tidb,encode/starlette,0.201526
pingcap/tidb,StarRocks/starrocks,0.517572
pingcap/tidb,get-convex/convex-backend,0.386514
pingcap/tidb,misskey-dev/misskey,0.229989
pingcap/tidb,frappe/frappe,0.271114
pingcap/tidb,openebs/openebs,0.375729
pingcap/tidb,hicccc77/WeFlow,0.250414
pingcap/tidb,apache/seatunnel,0.295669
pingcap/tidb,databendlabs/databend,0.624077
pingcap/tidb,modelscope/modelscope,0.119055
pingcap/tidb,dropwizard/dropwizard,0.208682
pingcap/tidb,webstudio-is/webstudio,0.261907
pingcap/tidb,stamparm/maltrail,0.314905
pingcap/tidb,k8sgpt-ai/k8sgpt,0.29783
pingcap/tidb,chengaopan/AutoMergePublicNodes,0.281777
pingcap/tidb,LearningCircuit/local-deep-research,0.309633
pingcap/tidb,woodpecker-ci/woodpecker,0.147788
pingcap/tidb,TagStudioDev/TagStudio,0.270295
pingcap/tidb,databasus/databasus,0.391821
pingcap/tidb,nesquena/hermes-webui,0.203336
pingcap/tidb,farm-fe/farm,0.273272
pingcap/tidb,home-assistant/frontend,0.186044
pingcap/tidb,osaurus-ai/osaurus,0.340099
pingcap/tidb,floci-io/floci,0.196859
pingcap/tidb,metalbear-co/mirrord,0.274837
pingcap/tidb,sacridini/Awesome-Geospatial,0.232978
pingcap/tidb,Mai-with-u/MaiBot,0.267964
pingcap/tidb,clidey/whodb,0.472189
pingcap/tidb,Tracer-Cloud/opensre,0.437349
pingcap/tidb,pytorch/executorch,0.22315
pingcap/tidb,EasyCorp/EasyAdminBundle,0.105413
pingcap/tidb,SwanHubX/SwanLab,0.335613
pingcap/tidb,IBM/mcp-context-forge,0.354835
pingcap/tidb,web-infra-dev/rsbuild,0.204385
pingcap/tidb,metorial/metorial,0.406785
pingcap/tidb,langwatch/langwatch,0.452098
pingcap/tidb,neomjs/neo,0.423356
pingcap/tidb,TableProApp/TablePro,0.407434
pingcap/tidb,hosseinmoein/DataFrame,0.212666
pingcap/tidb,av/harbor,0.38936
pingcap/tidb,patrick-kidger/equinox,0.230394
pingcap/tidb,ZSeven-W/openpencil,0.26815
pingcap/tidb,superplanehq/superplane,0.246892
pingcap/tidb,schultek/jaspr,0.153441
pingcap/tidb,kubenav/kubenav,0.173938
pingcap/tidb,apioo/fusio,0.422633
pingcap/tidb,openhab/openhab-addons,0.09583
pingcap/tidb,KudoAI/chatgpt.js,0.23173
pingcap/tidb,ezshine/AwesomeSites,0.215002
pingcap/tidb,Nano-Collective/nanocoder,0.418476
pingcap/tidb,NeptuneHub/AudioMuse-AI,0.194326
pingcap/tidb,userfrosting/UserFrosting,0.160343
pingcap/tidb,apache/solr,0.243138
pingcap/tidb,EnzymeAD/Enzyme,0.154712
pingcap/tidb,TailGrids/tailgrids,0.117275
pingcap/tidb,mkubaczyk/helmsman,0.154285
pingcap/tidb,serversideup/spin,0.132113
pingcap/tidb,kimdre/doco-cd,0.108541
pingcap/tidb,kube-green/kube-green,0.195351
pingcap/tidb,jsxgraph/jsxgraph,0.164989
pingcap/tidb,t8y2/dbx,0.595504
pingcap/tidb,yjl9903/AnimeGarden,0.279325
pingcap/tidb,ppy/osu-web,0.172168
pingcap/tidb,OSGeo/grass,0.314469
pingcap/tidb,rzru/nightingale,0.193856
pingcap/tidb,apache/ofbiz-framework,0.223895
pingcap/tidb,EhTagTranslation/Database,0.244393
pingcap/tidb,howie6879/weekly,0.089046
pingcap/tidb,xiaoiver/infinite-canvas-tutorial,0.118019
pingcap/tidb,SemiAnalysisAI/InferenceX,0.346187
pingcap/tidb,yegor256/takes,0.201458
pingcap/tidb,ArcadeData/arcadedb,0.46484
pingcap/tidb,ENTERPILOT/GoModel,0.32178
pingcap/tidb,bjw-s-labs/home-ops,0.244885
pingcap/tidb,bgauryy/octocode-mcp,0.352016
pingcap/tidb,superiorlu/AITreasureBox,0.391503
pingcap/tidb,openyak/openyak,0.387817
pingcap/tidb,rcarmo/piclaw,0.423996
pingcap/tidb,adriannovegil/awesome-observability,0.268691
pingcap/tidb,flamego/flamego,0.175027
pingcap/tidb,kviklet/kviklet,0.33358
pingcap/tidb,suyoumo/ClawProBench,0.256096
pingcap/tidb,GeminiLight/MindOS,0.323773
pingcap/tidb,kurtosis-tech/kurtosis,0.285412
pingcap/tidb,mx-space/core,0.31731
pingcap/tidb,henrydaum/second-brain,0.390773
pingcap/tidb,flaviuse/mern-authentication,0.014648
pingcap/tidb,D-Sketon/hexo-theme-reimu,0.135175
pingcap/tidb,FrancescoXX/rustcrab,0.200513
pingcap/tidb,violit-dev/violit,0.395412
pingcap/tidb,cyhhao/vibe-remote,0.298468
pingcap/tidb,aree6/LiftShift,0.238301
pingcap/tidb,ILoveBingLu/CipherTalk,0.176009
pingcap/tidb,buroa/k8s-gitops,0.27668
pingcap/tidb,vellum-ai/vellum-assistant,0.259429
pingcap/tidb,alexandre-daubois/ember,0.322373
pingcap/tidb,netbox-community/netbox-chart,0.197811
pingcap/tidb,thomwebb/gac,0.241171
pingcap/tidb,MIERUNE/svelte-maplibre-gl,0.170476
pingcap/tidb,Linuxfabrik/monitoring-plugins,0.231247
pingcap/tidb,iopsystems/rezolus,0.308992
pingcap/tidb,Fu-Jie/openwebui-extensions,0.274416
facebookresearch/faiss,tensorflow/tensorflow,0.345164
facebookresearch/faiss,flutter/flutter,0.070387
facebookresearch/faiss,ollama/ollama,-0.028139
facebookresearch/faiss,huggingface/transformers,0.160513
facebookresearch/faiss,langgenius/dify,0.080858
facebookresearch/faiss,vercel/next.js,-0.000878
facebookresearch/faiss,open-webui/open-webui,0.053401
facebookresearch/faiss,langchain-ai/langchain,0.090339
facebookresearch/faiss,kubernetes/kubernetes,0.126551
facebookresearch/faiss,supabase/supabase,0.121748
facebookresearch/faiss,angular/angular,0.003045
facebookresearch/faiss,pytorch/pytorch,0.325972
facebookresearch/faiss,fastapi/fastapi,0.099555
facebookresearch/faiss,ant-design/ant-design,-0.026619
facebookresearch/faiss,django/django,0.03075
facebookresearch/faiss,opencv/opencv,0.202303
facebookresearch/faiss,home-assistant/core,0.067855
facebookresearch/faiss,sveltejs/svelte,0.188452
facebookresearch/faiss,vllm-project/vllm,0.131286
facebookresearch/faiss,elastic/elasticsearch,0.382187
facebookresearch/faiss,grafana/grafana,0.191217
facebookresearch/faiss,apache/superset,0.129511
facebookresearch/faiss,pallets/flask,0.131347
facebookresearch/faiss,ansible/ansible,0.133268
facebookresearch/faiss,apache/echarts,0.116828
facebookresearch/faiss,scikit-learn/scikit-learn,0.270474
facebookresearch/faiss,keras-team/keras,0.290314
facebookresearch/faiss,prometheus/prometheus,0.066311
facebookresearch/faiss,commaai/openpilot,0.038629
facebookresearch/faiss,pocketbase/pocketbase,-0.071598
facebookresearch/faiss,ultralytics/ultralytics,0.188183
facebookresearch/faiss,appwrite/appwrite,0.085858
facebookresearch/faiss,vuejs/core,0.121733
facebookresearch/faiss,expo/expo,0.004483
facebookresearch/faiss,run-llama/llama_index,0.237481
facebookresearch/faiss,pandas-dev/pandas,0.308462
facebookresearch/faiss,hashicorp/terraform,0.108684
facebookresearch/faiss,prisma/prisma,-0.034199
facebookresearch/faiss,apache/airflow,0.094852
facebookresearch/faiss,streamlit/streamlit,0.234948
facebookresearch/faiss,milvus-io/milvus,0.427971
facebookresearch/faiss,getsentry/sentry,0.120197
facebookresearch/faiss,apache/spark,0.328541
facebookresearch/faiss,gradio-app/gradio,0.147518
facebookresearch/faiss,ray-project/ray,0.347303
facebookresearch/faiss,HKUDS/nanobot,0.122236
facebookresearch/faiss,pingcap/tidb,0.23752
facebookresearch/faiss,facebookresearch/faiss,1.0
facebookresearch/faiss,photoprism/photoprism,0.194133
facebookresearch/faiss,istio/istio,0.165527
facebookresearch/faiss,duckdb/duckdb,0.057732
facebookresearch/faiss,docker/compose,0.023524
facebookresearch/faiss,typeorm/typeorm,-0.026131
facebookresearch/faiss,jax-ml/jax,0.127326
facebookresearch/faiss,nextcloud/server,0.174596
facebookresearch/faiss,PostHog/posthog,0.125192
facebookresearch/faiss,alibaba/nacos,0.155951
facebookresearch/faiss,lutzroeder/netron,0.183984
facebookresearch/faiss,apache/kafka,0.007502
facebookresearch/faiss,seaweedfs/seaweedfs,0.131481
facebookresearch/faiss,cockroachdb/cockroach,0.100218
facebookresearch/faiss,numpy/numpy,0.239752
facebookresearch/faiss,hasura/graphql-engine,0.130222
facebookresearch/faiss,qdrant/qdrant,0.497238
facebookresearch/faiss,openai/openai-python,0.13668
facebookresearch/faiss,helm/helm,0.143743
facebookresearch/faiss,academic/awesome-datascience,0.211974
facebookresearch/faiss,alibaba/spring-cloud-alibaba,0.1178
facebookresearch/faiss,dmlc/xgboost,0.280824
facebookresearch/faiss,chroma-core/chroma,0.171317
facebookresearch/faiss,langfuse/langfuse,0.057419
facebookresearch/faiss,apache/flink,0.28036
facebookresearch/faiss,mlflow/mlflow,0.149607
facebookresearch/faiss,pulumi/pulumi,0.082257
facebookresearch/faiss,clockworklabs/SpacetimeDB,-0.008419
facebookresearch/faiss,PaddlePaddle/Paddle,0.257085
facebookresearch/faiss,volcengine/OpenViking,0.179493
facebookresearch/faiss,Tencent/ncnn,0.247262
facebookresearch/faiss,phoenixframework/phoenix,0.013511
facebookresearch/faiss,argoproj/argo-cd,0.066686
facebookresearch/faiss,matplotlib/matplotlib,0.139425
facebookresearch/faiss,jaegertracing/jaeger,0.072812
facebookresearch/faiss,jhipster/generator-jhipster,0.047598
facebookresearch/faiss,prefecthq/prefect,0.086251
facebookresearch/faiss,elastic/kibana,0.089957
facebookresearch/faiss,microsoft/onnxruntime,0.274521
facebookresearch/faiss,baidu/amis,0.040824
facebookresearch/faiss,tursodatabase/turso,-0.038397
facebookresearch/faiss,screenpipe/screenpipe,0.114794
facebookresearch/faiss,plotly/plotly.py,0.118022
facebookresearch/faiss,microsoft/LightGBM,0.266615
facebookresearch/faiss,rqlite/rqlite,0.154472
facebookresearch/faiss,weaviate/weaviate,0.489643
facebookresearch/faiss,apache/doris,0.13839
facebookresearch/faiss,jupyterlab/jupyterlab,0.148256
facebookresearch/faiss,apexcharts/apexcharts.js,0.064683
facebookresearch/faiss,ktorio/ktor,0.012068
facebookresearch/faiss,jupyter/notebook,0.114276
facebookresearch/faiss,encode/starlette,0.153344
facebookresearch/faiss,StarRocks/starrocks,0.294877
facebookresearch/faiss,get-convex/convex-backend,0.180305
facebookresearch/faiss,misskey-dev/misskey,0.148984
facebookresearch/faiss,frappe/frappe,0.104992
facebookresearch/faiss,openebs/openebs,0.175549
facebookresearch/faiss,hicccc77/WeFlow,0.091304
facebookresearch/faiss,apache/seatunnel,0.148789
facebookresearch/faiss,databendlabs/databend,0.283641
facebookresearch/faiss,modelscope/modelscope,0.221867
facebookresearch/faiss,dropwizard/dropwizard,0.012224
facebookresearch/faiss,webstudio-is/webstudio,0.085988
facebookresearch/faiss,stamparm/maltrail,0.224416
facebookresearch/faiss,k8sgpt-ai/k8sgpt,0.020212
facebookresearch/faiss,chengaopan/AutoMergePublicNodes,0.079009
facebookresearch/faiss,LearningCircuit/local-deep-research,0.229674
facebookresearch/faiss,woodpecker-ci/woodpecker,0.104531
facebookresearch/faiss,TagStudioDev/TagStudio,0.171809
facebookresearch/faiss,databasus/databasus,0.13882
facebookresearch/faiss,nesquena/hermes-webui,0.131005
facebookresearch/faiss,farm-fe/farm,0.081009
facebookresearch/faiss,home-assistant/frontend,0.0221
facebookresearch/faiss,osaurus-ai/osaurus,0.121551
facebookresearch/faiss,floci-io/floci,0.074936
facebookresearch/faiss,metalbear-co/mirrord,0.059014
facebookresearch/faiss,sacridini/Awesome-Geospatial,0.27249
facebookresearch/faiss,Mai-with-u/MaiBot,0.080157
facebookresearch/faiss,clidey/whodb,0.124657
facebookresearch/faiss,Tracer-Cloud/opensre,0.172579
facebookresearch/faiss,pytorch/executorch,0.15552
facebookresearch/faiss,EasyCorp/EasyAdminBundle,-0.044682
facebookresearch/faiss,SwanHubX/SwanLab,0.175397
facebookresearch/faiss,IBM/mcp-context-forge,0.179204
facebookresearch/faiss,web-infra-dev/rsbuild,0.069373
facebookresearch/faiss,metorial/metorial,0.067582
facebookresearch/faiss,langwatch/langwatch,0.114773
facebookresearch/faiss,neomjs/neo,0.180072
facebookresearch/faiss,TableProApp/TablePro,0.070755
facebookresearch/faiss,hosseinmoein/DataFrame,0.343543
facebookresearch/faiss,av/harbor,0.104686
facebookresearch/faiss,patrick-kidger/equinox,0.119081
facebookresearch/faiss,ZSeven-W/openpencil,0.099462
facebookresearch/faiss,superplanehq/superplane,0.080372
facebookresearch/faiss,schultek/jaspr,-0.008232
facebookresearch/faiss,kubenav/kubenav,0.083107
facebookresearch/faiss,apioo/fusio,0.097246
facebookresearch/faiss,openhab/openhab-addons,0.000124
facebookresearch/faiss,KudoAI/chatgpt.js,0.116199
facebookresearch/faiss,ezshine/AwesomeSites,0.064274
facebookresearch/faiss,Nano-Collective/nanocoder,0.170719
facebookresearch/faiss,NeptuneHub/AudioMuse-AI,0.21892
facebookresearch/faiss,userfrosting/UserFrosting,0.067082
facebookresearch/faiss,apache/solr,0.26555
facebookresearch/faiss,EnzymeAD/Enzyme,0.279312
facebookresearch/faiss,TailGrids/tailgrids,0.127967
facebookresearch/faiss,mkubaczyk/helmsman,0.042749
facebookresearch/faiss,serversideup/spin,-0.06889
facebookresearch/faiss,kimdre/doco-cd,0.007261
facebookresearch/faiss,kube-green/kube-green,0.112335
facebookresearch/faiss,jsxgraph/jsxgraph,0.149865
facebookresearch/faiss,t8y2/dbx,0.175362
facebookresearch/faiss,yjl9903/AnimeGarden,0.062674
facebookresearch/faiss,ppy/osu-web,0.095008
facebookresearch/faiss,OSGeo/grass,0.378203
facebookresearch/faiss,rzru/nightingale,0.179045
facebookresearch/faiss,apache/ofbiz-framework,0.083981
facebookresearch/faiss,EhTagTranslation/Database,0.054007
facebookresearch/faiss,howie6879/weekly,-0.074572
facebookresearch/faiss,xiaoiver/infinite-canvas-tutorial,0.027349
facebookresearch/faiss,SemiAnalysisAI/InferenceX,0.368878
facebookresearch/faiss,yegor256/takes,0.128136
facebookresearch/faiss,ArcadeData/arcadedb,0.242219
facebookresearch/faiss,ENTERPILOT/GoModel,0.021949
facebookresearch/faiss,bjw-s-labs/home-ops,0.00309
facebookresearch/faiss,bgauryy/octocode-mcp,0.219201
facebookresearch/faiss,superiorlu/AITreasureBox,0.196181
facebookresearch/faiss,openyak/openyak,0.181237
facebookresearch/faiss,rcarmo/piclaw,0.070917
facebookresearch/faiss,adriannovegil/awesome-observability,0.127851
facebookresearch/faiss,flamego/flamego,0.093573
facebookresearch/faiss,kviklet/kviklet,0.052361
facebookresearch/faiss,suyoumo/ClawProBench,0.049197
facebookresearch/faiss,GeminiLight/MindOS,0.069314
facebookresearch/faiss,kurtosis-tech/kurtosis,0.118891
facebookresearch/faiss,mx-space/core,0.055957
facebookresearch/faiss,henrydaum/second-brain,0.138106
facebookresearch/faiss,flaviuse/mern-authentication,0.00171
facebookresearch/faiss,D-Sketon/hexo-theme-reimu,0.030199
facebookresearch/faiss,FrancescoXX/rustcrab,0.088781
facebookresearch/faiss,violit-dev/violit,0.201075
facebookresearch/faiss,cyhhao/vibe-remote,0.094357
facebookresearch/faiss,aree6/LiftShift,0.140737
facebookresearch/faiss,ILoveBingLu/CipherTalk,0.053514
facebookresearch/faiss,buroa/k8s-gitops,0.037444
facebookresearch/faiss,vellum-ai/vellum-assistant,0.109304
facebookresearch/faiss,alexandre-daubois/ember,0.108463
facebookresearch/faiss,netbox-community/netbox-chart,0.089604
facebookresearch/faiss,thomwebb/gac,0.139523
facebookresearch/faiss,MIERUNE/svelte-maplibre-gl,0.147658
facebookresearch/faiss,Linuxfabrik/monitoring-plugins,0.117523
facebookresearch/faiss,iopsystems/rezolus,0.132819
facebookresearch/faiss,Fu-Jie/openwebui-extensions,0.099457
photoprism/photoprism,tensorflow/tensorflow,0.616506
photoprism/photoprism,flutter/flutter,0.402415
photoprism/photoprism,ollama/ollama,0.248215
photoprism/photoprism,huggingface/transformers,0.357957
photoprism/photoprism,langgenius/dify,0.477286
photoprism/photoprism,vercel/next.js,0.404871
photoprism/photoprism,open-webui/open-webui,0.399432
photoprism/photoprism,langchain-ai/langchain,0.443574
photoprism/photoprism,kubernetes/kubernetes,0.454646
photoprism/photoprism,supabase/supabase,0.360623
photoprism/photoprism,angular/angular,0.199315
photoprism/photoprism,pytorch/pytorch,0.348704
