Idx,UserInfo_1,UserInfo_2,UserInfo_3,UserInfo_4,WeblogInfo_1,WeblogInfo_2,WeblogInfo_3,WeblogInfo_4,WeblogInfo_5,WeblogInfo_6,WeblogInfo_7,WeblogInfo_8,WeblogInfo_9,WeblogInfo_10,WeblogInfo_11,WeblogInfo_12,WeblogInfo_13,WeblogInfo_14,WeblogInfo_15,WeblogInfo_16,WeblogInfo_17,WeblogInfo_18,UserInfo_5,UserInfo_6,UserInfo_7,UserInfo_8,UserInfo_9,UserInfo_10,UserInfo_11,UserInfo_12,UserInfo_13,UserInfo_14,UserInfo_15,UserInfo_16,UserInfo_17,UserInfo_18,UserInfo_19,UserInfo_20,UserInfo_21,UserInfo_22,UserInfo_23,UserInfo_24,Education_Info1,Education_Info2,Education_Info3,Education_Info4,Education_Info5,Education_Info6,Education_Info7,Education_Info8,WeblogInfo_19,WeblogInfo_20,WeblogInfo_21,WeblogInfo_23,WeblogInfo_24,WeblogInfo_25,WeblogInfo_26,WeblogInfo_27,WeblogInfo_28,WeblogInfo_29,WeblogInfo_30,WeblogInfo_31,WeblogInfo_32,WeblogInfo_33,WeblogInfo_34,WeblogInfo_35,WeblogInfo_36,WeblogInfo_37,WeblogInfo_38,WeblogInfo_39,WeblogInfo_40,WeblogInfo_41,WeblogInfo_42,WeblogInfo_43,WeblogInfo_44,WeblogInfo_45,WeblogInfo_46,WeblogInfo_47,WeblogInfo_48,WeblogInfo_49,WeblogInfo_50,WeblogInfo_51,WeblogInfo_52,WeblogInfo_53,WeblogInfo_54,WeblogInfo_55,WeblogInfo_56,WeblogInfo_57,WeblogInfo_58,ThirdParty_Info_Period1_1,ThirdParty_Info_Period1_2,ThirdParty_Info_Period1_3,ThirdParty_Info_Period1_4,ThirdParty_Info_Period1_5,ThirdParty_Info_Period1_6,ThirdParty_Info_Period1_7,ThirdParty_Info_Period1_8,ThirdParty_Info_Period1_9,ThirdParty_Info_Period1_10,ThirdParty_Info_Period1_11,ThirdParty_Info_Period1_12,ThirdParty_Info_Period1_13,ThirdParty_Info_Period1_14,ThirdParty_Info_Period1_15,ThirdParty_Info_Period1_16,ThirdParty_Info_Period1_17,ThirdParty_Info_Period2_1,ThirdParty_Info_Period2_2,ThirdParty_Info_Period2_3,ThirdParty_Info_Period2_4,ThirdParty_Info_Period2_5,ThirdParty_Info_Period2_6,ThirdParty_Info_Period2_7,ThirdParty_Info_Period2_8,ThirdParty_Info_Period2_9,ThirdParty_Info_Period2_10,ThirdParty_Info_Period2_11,ThirdParty_Info_Period2_12,ThirdParty_Info_Period2_13,ThirdParty_Info_Period2_14,ThirdParty_Info_Period2_15,ThirdParty_Info_Period2_16,ThirdParty_Info_Period2_17,ThirdParty_Info_Period3_1,ThirdParty_Info_Period3_2,ThirdParty_Info_Period3_3,ThirdParty_Info_Period3_4,ThirdParty_Info_Period3_5,ThirdParty_Info_Period3_6,ThirdParty_Info_Period3_7,ThirdParty_Info_Period3_8,ThirdParty_Info_Period3_9,ThirdParty_Info_Period3_10,ThirdParty_Info_Period3_11,ThirdParty_Info_Period3_12,ThirdParty_Info_Period3_13,ThirdParty_Info_Period3_14,ThirdParty_Info_Period3_15,ThirdParty_Info_Period3_16,ThirdParty_Info_Period3_17,ThirdParty_Info_Period4_1,ThirdParty_Info_Period4_2,ThirdParty_Info_Period4_3,ThirdParty_Info_Period4_4,ThirdParty_Info_Period4_5,ThirdParty_Info_Period4_6,ThirdParty_Info_Period4_7,ThirdParty_Info_Period4_8,ThirdParty_Info_Period4_9,ThirdParty_Info_Period4_10,ThirdParty_Info_Period4_11,ThirdParty_Info_Period4_12,ThirdParty_Info_Period4_13,ThirdParty_Info_Period4_14,ThirdParty_Info_Period4_15,ThirdParty_Info_Period4_16,ThirdParty_Info_Period4_17,ThirdParty_Info_Period5_1,ThirdParty_Info_Period5_2,ThirdParty_Info_Period5_3,ThirdParty_Info_Period5_4,ThirdParty_Info_Period5_5,ThirdParty_Info_Period5_6,ThirdParty_Info_Period5_7,ThirdParty_Info_Period5_8,ThirdParty_Info_Period5_9,ThirdParty_Info_Period5_10,ThirdParty_Info_Period5_11,ThirdParty_Info_Period5_12,ThirdParty_Info_Period5_13,ThirdParty_Info_Period5_14,ThirdParty_Info_Period5_15,ThirdParty_Info_Period5_16,ThirdParty_Info_Period5_17,ThirdParty_Info_Period6_1,ThirdParty_Info_Period6_2,ThirdParty_Info_Period6_3,ThirdParty_Info_Period6_4,ThirdParty_Info_Period6_5,ThirdParty_Info_Period6_6,ThirdParty_Info_Period6_7,ThirdParty_Info_Period6_8,ThirdParty_Info_Period6_9,ThirdParty_Info_Period6_10,ThirdParty_Info_Period6_11,ThirdParty_Info_Period6_12,ThirdParty_Info_Period6_13,ThirdParty_Info_Period6_14,ThirdParty_Info_Period6_15,ThirdParty_Info_Period6_16,ThirdParty_Info_Period6_17,ThirdParty_Info_Period7_1,ThirdParty_Info_Period7_2,ThirdParty_Info_Period7_3,ThirdParty_Info_Period7_4,ThirdParty_Info_Period7_5,ThirdParty_Info_Period7_6,ThirdParty_Info_Period7_7,ThirdParty_Info_Period7_8,ThirdParty_Info_Period7_9,ThirdParty_Info_Period7_10,ThirdParty_Info_Period7_11,ThirdParty_Info_Period7_12,ThirdParty_Info_Period7_13,ThirdParty_Info_Period7_14,ThirdParty_Info_Period7_15,ThirdParty_Info_Period7_16,ThirdParty_Info_Period7_17,SocialNetwork_1,SocialNetwork_2,SocialNetwork_3,SocialNetwork_4,SocialNetwork_5,SocialNetwork_6,SocialNetwork_7,SocialNetwork_8,SocialNetwork_9,SocialNetwork_10,SocialNetwork_11,SocialNetwork_12,SocialNetwork_13,SocialNetwork_14,SocialNetwork_15,SocialNetwork_16,SocialNetwork_17,target,ListingInfo
3768,3,徐州,4,聊城,,0,,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,山东,聊城,中国联通 ,1,,,,4,4,2,1,27,江苏省,徐州市,0,D,D,D,0,E,E,E,0,E,E,E,I,C1,D,0,6,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,129,140,53,0,241,28,0,0,13,1,9922,16094,0,21129,4887,4,0,149,105,51,2,210,42,14,1,11,0,17638,8766,15,19998,6391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,2013/12/18
37681,1,绍兴,5,绍兴,,0,,1,1,1,3,0,0,0,0,0,0,0,0,0,3,0,2,2,浙江,绍兴市,中国移动,0,0,1,0,4,4,2,1,33,浙江省,绍兴市,0,D,D,D,0,E,E,E,0,E,E,E,I,I5,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,90,55,39,3,106,36,0,0,7,0,8254,4609,211,7079,5573,21,1,120,127,64,1,202,44,0,0,14,0,8862,15058,51,18997,4872,12,2,97,86,50,0,132,51,0,0,10,0,11141,7049,0,12373,5817,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2014/6/19
37682,1,呼和浩特,5,呼和浩特,,0,,3,3,3,43,2,0,0,0,0,0,0,6,7,21,9,2,2,内蒙古,呼和浩特,中国联通 ,0,0,0,1,4,4,2,1,25,河南省,南阳市,0,D,D,D,0,E,E,E,0,E,E,E,D,U,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,53,76,46,3,74,52,2,1,5,0,4862,6286,216,6644,4288,6,4,63,112,67,1,118,56,26,5,13,0,5650,12840,37,10756,7697,4,24,98,164,77,3,192,67,18,6,19,1,9744,17279,102,20779,6142,0,33,74,71,45,5,91,49,22,7,7,0,8318,6455,738,8095,5940,0,26,56,86,55,0,101,41,12,3,4,0,5273,7761,0,9947,3087,0,15,46,65,44,1,78,32,6,2,6,0,5425,9042,18,8370,6079,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,2014/6/19
37684,5,济宁,5,济宁,,0,,2,2,1,8,0,0,0,0,0,0,0,0,1,7,0,1,1,山东,济宁,中国移动 ,0,,,,4,4,1,2,28,山东省,济宁市,0,D,D,D,0,E,E,E,0,E,E,E,I,I4,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,101,121,78,0,196,26,0,0,9,1,8464,19873,0,21213,7124,38,46,273,304,145,6,443,128,0,0,35,4,29209,45462,393,48375,25903,17,51,257,257,115,4,400,110,0,0,29,3,30280,44631,2793,50809,21309,8,33,267,230,141,2,421,74,0,0,27,0,28011,26602,55,43034,11524,12,33,245,233,114,2,418,58,3,1,28,0,25078,29388,71,42800,11595,10,48,204,216,102,1,359,60,0,0,25,1,21534,30042,207,35311,16058,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,2014/6/19
37685,1,广州,5,广州,,0,,1,1,1,2,0,0,0,0,0,0,0,0,0,2,0,2,2,广东,广州,中国移动 ,0,,,,2,2,1,2,28,广东省,广州市,0,D,D,D,0,E,E,E,0,E,E,E,I,,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,148,128,59,19,152,105,0,0,13,1,16692,8460,5388,8229,11535,133,2,257,280,104,27,307,203,0,0,21,4,26076,25391,3338,29493,18636,139,1,232,250,126,22,314,146,1,1,11,1,22204,21520,1215,30914,11595,175,3,312,333,136,13,466,166,1,1,21,1,23894,27044,965,32660,17313,158,0,281,280,107,33,402,126,0,0,21,0,25512,23450,3822,33496,11644,90,2,199,239,80,10,269,159,10,2,15,2,19094,12971,1801,19161,11103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2014/6/19
37687,5,深圳,5,深圳,,0,,1,1,1,3,0,0,0,0,0,0,0,0,1,2,0,3,3,广东,深圳,中国移动 ,0,,,,5,5,1,2,29,江西省,九江市,0,D,D,D,0,E,E,E,0,E,E,E,I,I5,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,193,72,39,6,195,64,0,0,8,6,30725,14830,146,32404,13005,3,4,294,138,52,21,318,93,0,0,14,8,52534,24491,3757,49764,23504,17,7,425,196,81,19,467,135,0,0,25,8,80582,45113,7343,82023,36329,40,18,869,416,97,48,939,298,0,0,37,38,218379,51146,23583,181062,64880,0,1,89,48,29,4,94,39,0,0,8,3,20717,7164,894,21180,5807,0,15,696,178,107,120,540,214,0,0,18,34,193561,34700,40274,119770,68217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2014/6/18
37689,3,宿迁,5,宿迁,,0,,3,1,3,21,8,0,0,0,0,0,5,4,0,6,11,2,2,江苏,宿迁,中国移动 ,0,0,0,1,3,3,2,1,29,江苏省,宿迁市,0,D,D,D,0,E,E,E,0,E,E,E,D,I5,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,105,76,9,194,37,4,3,17,0,9503,5171,206,11384,3084,0,0,220,242,114,17,351,94,5,4,20,0,17264,12419,499,21871,7313,0,0,134,140,102,3,221,50,7,3,10,0,11843,9731,69,17173,4332,0,0,153,171,99,0,274,50,15,6,12,0,13830,12378,0,20757,5451,0,0,196,125,93,1,268,52,17,4,14,0,17231,9501,65,21421,5246,0,0,217,217,98,0,354,80,2,2,21,0,19669,24619,0,34459,9829,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,9,25,16,0,0,116,194,182,-1,0,1,0,1,0,1,0,2014/6/19
37693,3,赣州,5,中山,,0,,2,2,2,9,0,0,0,0,0,0,0,0,0,8,1,1,1,不详,不详,不详,0,0,1,0,5,5,3,1,22,江西省,赣州市,0,D,D,D,0,E,E,E,0,E,E,E,I,C11,D,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,24,28,25,4,35,13,0,0,3,0,2221,4960,157,3581,3443,3,5,105,140,59,5,187,53,3,1,10,0,8794,12073,213,14455,6199,6,8,60,72,34,10,87,35,0,0,9,0,4784,9225,1482,8553,3974,6,5,33,39,32,4,40,28,0,0,5,0,0,0,0,0,0,13,2,44,12,21,2,43,11,0,0,4,0,3514,1693,133,3504,1570,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,2014/6/20
37694,4,南宁,4,南宁,,1,,3,1,3,8,0,3,0,0,0,0,0,0,2,6,0,1,1,不详,不详,不详,2,,,,2,2,1,1,22,广西壮族自治区,南宁市,1,未婚,M,上海市青浦区外青松公路,0,E,E,E,1,A,不详,T,I,C1,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,105,51,5,110,64,4,1,10,0,7008,8441,278,8905,6266,0,6,81,98,57,3,136,40,0,0,9,0,10095,11597,91,15913,5688,1,6,107,116,52,14,147,62,0,0,12,0,10363,9387,987,10503,8260,1,6,200,176,86,18,261,97,0,0,20,0,18619,18339,3537,23155,10266,19,28,227,164,65,21,226,144,0,0,13,4,30181,27005,7909,35238,14039,4,21,141,114,48,11,146,98,0,0,14,1,15992,10593,960,15139,10486,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,2014/6/27
37697,1,揭阳,2,揭阳,,0,,6,6,5,16,0,0,0,0,0,0,0,1,2,9,4,2,2,广东,揭阳,中国联通 ,0,,,,3,3,2,1,44,广东省,汕头市,1,已婚,O,广东省揭阳市榕城区,1,AM,毕业,F,0,E,E,E,I,I5,D,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,89,88,55,0,153,24,4,3,11,0,7534,5855,0,10768,2621,29,4,195,121,96,2,267,47,26,6,13,0,21115,8622,167,21998,7572,27,4,124,89,72,1,161,51,37,7,14,0,18028,8781,86,20608,6115,36,11,120,94,70,0,158,56,21,3,11,0,13211,11015,0,16822,7404,37,13,135,92,72,1,186,40,25,4,6,0,18234,10430,19,22615,6030,55,13,229,151,90,0,280,100,21,4,18,0,22642,13265,0,26683,9224,98,17,227,229,80,2,320,134,32,6,23,0,19339,15366,266,24167,10272,0,0,-1,-1,-1,-1,-1,8,23,32,-1,0,0,1,0,0,1,0,2014/6/20
37699,5,南充,5,南充,,0,,3,3,3,24,0,0,0,0,0,0,12,2,2,6,14,1,1,四川,南充,中国移动 ,0,,,,4,4,1,1,30,四川省,南充市,1,未婚,P,四川省南充市顺庆区石油南路,0,E,E,E,0,E,E,E,I,I4,D,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,77,15,31,3,73,16,0,0,6,0,7440,890,427,6508,1395,44,15,199,38,52,13,122,102,0,0,15,1,25967,2529,986,11641,15869,94,39,246,178,43,11,281,132,0,0,12,0,19119,14638,565,23239,9953,18,6,172,59,41,8,130,93,0,0,14,0,22023,3739,901,12807,12054,11,4,137,61,28,10,69,119,0,0,8,0,7278,2047,345,3439,5541,16,0,205,114,28,17,175,127,0,0,11,0,11065,6800,1338,10545,5982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,126,6,348,-1,0,1,1,0,0,1,0,2014/6/25
377,1,濮阳,3,濮阳,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,河南,濮阳,中国联通 ,0,,,,3,3,2,1,24,河南省,濮阳市,1,未婚,G,河南省濮阳市范县,0,E,E,E,0,E,E,E,I,I4,D,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,11,51,35,17,0,74,12,0,0,6,0,5608,2976,0,6936,1648,0,27,108,113,18,8,171,42,0,0,7,0,9181,8561,508,13432,3802,0,34,124,101,41,7,170,48,0,0,11,0,11357,9002,504,14295,5560,0,18,117,126,26,5,159,79,0,0,10,4,24937,19956,382,17776,26735,0,37,104,87,13,8,123,60,0,0,6,3,19281,23658,2199,18520,22220,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,39,49,172,-1,0,1,0,0,0,1,0,2013/11/8
3770,3,扬州,4,扬州,,0,,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,江苏,扬州,中国移动 ,0,,,,4,4,1,2,22,江苏省,盐城市,0,D,D,D,0,E,E,E,0,E,E,E,I,I5,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,180,215,69,9,274,112,3,1,12,0,13835,18014,695,23427,7727,18,7,187,223,65,4,298,108,0,0,18,1,17896,20297,70,27920,10203,2,1,209,155,54,4,233,127,1,1,10,2,20648,19213,82,22401,17378,7,0,187,96,48,2,204,77,5,2,7,0,23226,17308,189,31985,8360,27,0,315,176,67,4,355,132,1,1,20,3,37516,19090,118,41088,15400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2013/12/18
37700,4,兴安盟,6,兴安盟,,0,,2,1,2,10,0,0,0,0,0,0,0,3,2,5,0,3,3,内蒙古,乌兰浩特,中国移动 ,0,,,,2,2,1,1,33,内蒙古自治区,兴安盟,0,D,D,D,0,E,E,E,0,E,E,E,I,I5,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,94,86,71,68,93,19,2,1,11,0,8326,6075,4911,8410,1080,5,8,56,57,54,113,0,0,3,2,5,0,5470,3455,8925,0,0,4,11,73,71,60,144,0,0,5,2,5,2,13013,6525,19538,0,0,1,22,76,76,63,152,0,0,0,0,6,0,10332,7603,17935,0,0,0,12,69,60,51,129,0,0,1,1,6,1,8112,8005,16117,0,0,5,16,79,75,55,154,0,0,0,0,8,0,8432,10593,19025,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,72,71,198,-1,0,0,0,0,0,1,0,2014/6/20
37705,1,汕头,3,汕头,,0,,3,2,3,10,0,0,0,0,0,0,0,0,0,8,2,2,2,广东,汕头,中国移动 ,0,,,,4,4,2,1,36,广东省,汕头市,0,D,D,D,0,E,E,E,0,E,E,E,I,I3,D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,49,84,56,1,115,17,0,0,7,0,4257,4881,21,8434,683,28,0,516,1232,185,45,985,718,0,0,59,0,36996,91256,4212,78646,45394,25,0,564,1523,198,32,1241,814,0,0,69,0,39226,117855,1836,95669,59576,19,0,551,1378,188,46,1183,700,2,1,57,1,34322,98917,5244,80968,47027,13,0,313,752,149,21,676,368,0,0,45,0,19969,57922,1066,51614,25211,50,2,738,1860,199,64,1710,824,2,1,81,0,51784,138750,6084,129386,55064,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2014/6/20
37708,1,石家庄,6,石家庄,,0,,1,1,1,2,0,0,0,0,0,0,0,0,0,2,0,2,2,河北,石家庄,中国移动 ,0,0,0,1,4,4,2,1,38,河北省,不详,0,D,D,D,0,E,E,E,0,E,E,E,I,I5,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,97,713,437,158,7,916,227,0,0,57,1,73627,43095,2133,83428,31161,61,104,1190,857,233,22,1638,387,0,0,87,2,123617,76122,5167,146231,48341,77,50,883,572,194,15,1182,258,7,1,66,0,89550,50995,796,105440,34309,80,32,961,844,210,15,1486,304,2,1,74,1,84312,69239,1671,116672,35208,121,13,630,442,137,5,870,197,0,0,50,2,53156,34400,2451,60956,24149,95,3,669,461,150,3,910,217,0,0,64,2,66683,41341,424,67473,40127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,2014/6/18
37710,6,泰州,5,泰州,,0,,1,1,1,2,0,0,0,0,0,0,0,0,0,2,0,2,2,江苏,泰州,中国移动 ,0,0,0,1,4,4,2,1,41,江苏省,扬州市,0,D,D,D,0,E,E,E,0,E,E,E,I,C18,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,658,192,42,897,179,3,2,63,0,31178,45808,1901,60623,14462,0,19,830,953,228,81,1333,369,6,1,81,0,49043,67448,3787,87980,24724,0,12,741,835,218,104,1283,189,4,2,81,0,50350,63638,4708,95181,14099,0,0,933,1145,237,83,1704,291,0,0,93,0,46824,71724,3113,98041,17394,0,0,340,420,172,13,666,81,0,0,41,0,25935,30323,361,48879,7018,2,0,847,954,335,20,1459,322,13,4,128,0,59248,68661,1445,101703,24761,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2014/6/26
37718,5,济宁,5,济宁,,0,,2,1,2,11,0,0,0,0,0,0,0,0,7,4,0,1,1,山东,济南,中国联通 ,1,1,0,1,3,3,2,1,24,山东省,济宁市,0,D,D,D,0,E,E,E,0,E,E,E,I,I5,D,0,1,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,186,144,83,9,235,86,14,3,21,1,19023,18879,1289,21943,14670,6,1,198,193,121,7,277,107,6,4,26,5,20101,29898,596,26529,22874,55,13,283,197,107,11,364,105,12,2,27,5,43324,25305,1870,42642,24117,9,6,141,108,75,1,152,96,5,4,15,1,23293,14812,129,19500,18476,5,0,96,117,61,1,156,56,0,0,15,3,15523,15226,61,20063,10625,3,3,118,123,68,5,181,55,2,1,15,0,18143,11180,875,16874,11574,26,12,136,153,65,3,230,56,9,3,15,5,27808,19325,75,25264,21794,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2014/6/20
37723,1,,4,,,0,,1,1,1,5,0,0,0,0,0,0,0,0,0,5,0,2,2,湖北,恩施,中国移动 ,0,0,1,0,6,6,6,1,27,湖北省,恩施土家族苗族自治州,0,D,D,D,0,E,E,E,0,E,E,E,I,I5,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,101,117,68,4,163,51,1,1,13,0,8396,10216,89,14274,4249,155,70,279,310,91,19,439,131,2,2,23,0,21097,22173,584,30966,11720,126,50,133,204,48,13,226,98,1,1,10,0,8021,16492,587,16907,7019,137,50,157,225,69,13,259,110,0,0,15,0,10065,15889,578,17151,8225,85,72,169,196,69,4,274,87,0,0,14,0,10387,14311,129,18079,6490,163,94,294,361,83,22,489,144,0,0,18,0,18377,28716,1083,33426,12584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,2014/6/20
37724,3,南充,5,佛山,,0,,3,2,3,9,0,0,0,0,0,0,4,0,0,9,0,1,1,广东,佛山,中国移动 ,2,,,,4,4,2,1,26,四川省,南充市,0,D,D,D,0,E,E,E,0,E,E,E,I,C21,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,180,48,77,22,148,58,0,0,6,5,40263,9701,3842,34537,11585,5,35,567,134,279,11,568,122,0,0,22,9,71074,7217,2216,61596,14479,22,0,602,132,331,5,582,147,0,0,17,3,42231,8187,208,37859,12351,13,0,378,127,186,15,325,165,0,0,16,3,40798,8583,868,33642,14871,65,0,462,88,93,30,356,164,0,0,17,15,101636,11941,16021,58427,39129,32,0,380,108,174,31,319,138,0,0,23,6,50461,9689,511,43641,15998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,1,0,2014/6/18
