Feature1,Feature2
6.95453740290161,0.10590449134898394
5.326139026602615,0.36045381275108035
4.167946970438668,3.062120280908098
4.7041588553235645,0.8954249060114259
3.9245751269681333,2.652767432875408
3.909512204510965,2.189628273522707
4.685450676131915,1.3215693363349148
6.783822925553427,2.607088706258743
2.614736249570494,2.1596239987101598
3.9780923714597134,2.825603018736956
3.847358097795401,1.858433242473833
5.144866115208559,2.8389248781108534
3.439582429172325,1.6386684480997835
4.164933525067145,1.31984045136702
6.405333076509198,2.3781513949016877
3.378994881893056,2.891031630995508
6.762035033240735,3.005634944491879
3.120508870274088,1.4889356110744807
5.906789985414724,1.2655002183219513
5.08369826437433,2.7478037373700688
3.7129483646500185,1.913644327878932
1.3986114961590288,0.9487820426064422
4.387310684834941,0.7253865019758825
6.272290140159736,0.5430283059800993
4.199834349531118,2.1039102612268232
6.081152125294217,0.5373075327612926
5.803042588383061,1.983402744960319
3.6583701851801504,2.435273158204003
4.838938531801571,1.3729528067819374
4.70968092121812,1.5878560870789717
4.753396181479349,2.6353003584617785
6.225895652373453,0.735354185113883
6.772912210884368,0.021081884418230112
4.488093741192518,2.5614868904253085
4.920870703963134,1.3504701641201382
4.4317565858708265,1.4801687492818991
4.050514079283889,2.8227717809617565
4.996894322193149,1.2802600886800777
5.539478711661352,2.2804692048173414
5.452740955067061,2.602798525864344
3.8108838253060293,1.4129886437437624
5.387172441351363,2.583539949374197
4.618977242263953,2.090497067249514
-5.601962295362846,-7.471680982111777
-6.332529809981232,-7.08230224570984
-7.097308394378491,-5.7813327412887565
-6.05421084216324,-6.066599957275308
-5.574148383996941,-6.859105751643187
-6.197674219856307,-7.190376349869402
-6.555460838662828,-7.0102526476436315
-6.782631226158552,-6.284952567839033
-7.697847874384743,-4.787722317590486
-7.885644572650972,-8.094298206063678
-5.7215163176512025,-6.088446899313011
-6.255507374099115,-6.251764084011667
-6.891873963998185,-7.777363964761778
-6.8038226329575435,-7.557271304788058
-5.904507457733519,-7.027166974778085
-7.705124387943782,-7.20149543492894
-6.4666957368756455,-7.443834146079921
-7.701847586717702,-6.636422381784034
-6.634660620042547,-7.387052768647076
-7.350665496769593,-6.648059655918311
-8.327711532648594,-8.287573367652502
-7.598071412403706,-7.093556744987794
-6.568719625553266,-5.404753376326394
-6.02196756794925,-7.040048123239374
-6.898643399053959,-7.8826389579137555
-6.89814032714366,-7.168768232196085
-6.55690863081318,-7.707340536828269
-6.360280676910098,-5.347370680273369
-6.988387339608128,-6.478397871177005
-6.189483199440158,-7.281330065161783
-6.655534709340853,-6.867517192494152
-6.781951092602438,-7.653119377131413
-6.855117016892327,-6.382111302030497
-5.428483583356228,-5.92083876719074
-4.726444733639713,-7.647457156163997
-6.007306554430592,-6.696767587537595
-4.689824257933598,-7.688407878631098
-7.719349033332046,-7.479502238719968
-9.003522915461076,-7.405864614956708
-7.638759852704968,-6.729715806799739
-6.5378712153741105,-5.00393875406006
-5.92920335296522,-7.45701324893835
-7.778041862499628,-6.3881904217694405
-8.199860398171912,-5.048650827421593
-5.700187070429983,-7.349285245380651
-8.592761720242148,-5.526237219110534
-6.994167036403888,-5.642293281302485
-8.474054849945638,-7.479484616229719
-6.874383491433087,-6.833128999511205
-7.329692662630514,-6.257259660928447
-7.947247620533864,-7.02248907829724
-6.759331559439371,-6.365670759217197
-6.1680123130623805,-8.004751685113815
-8.413741361886892,-5.602432771377438
-6.547313179171678,-7.6285961298325
-5.328475215628747,-6.764434958983088
-5.700330007087444,-6.812591111865838
-4.818879266269283,-5.124768750832742
-7.1285913396303435,-5.9085386423215915
-6.234251241566122,-5.511478035743598
-7.844550651731375,-6.194058133277507
-5.821202704301682,-8.63884907969906
-8.062885703817045,-8.919341771036047
-7.149034025595828,-6.1625673374799845
-5.377270139055242,-6.806014812856171
-5.251011645579978,-8.260211051490838
-8.583009630506425,-6.935657292172565
-6.4955617422119625,-6.912804341370039
-8.947069291191147,-6.969229632788735
-8.184096691656123,-6.210437044445908
-6.513028945054422,-7.819989379603302
-7.393494108487964,-7.939323115164898
-6.942306288424442,-5.924967272774708
-7.865353237486814,-6.376063077758102
-7.409884809523711,-7.672982425538291
-8.945358116590569,6.288280593079329
-9.391977061983193,6.125645022909855
-6.873602623719621,7.3587864674704315
-9.538053264628596,7.537502826232926
-8.95065580632684,7.10255331596548
-8.224161056592585,8.081030625546008
-9.368828904246538,6.747704674854023
-9.113379453787655,5.021601750763118
-10.353518818834562,8.690397182943228
-7.193360043134726,7.074486875942325
-8.261770793580244,7.63477307004224
-5.759446948180773,8.443097826933279
-8.966245348116777,6.367982474898278
-10.444774076893584,7.526986551365926
-9.594678501920313,5.901269205901029
-9.484900640878537,6.241974911884308
-7.151186121563446,8.205162672448154
-8.846300397952628,8.80346705438873
-8.760959448988393,6.462238714170439
-7.315203679366353,7.862432959183362
-9.875573910962467,7.133184237415095
-9.713946010020768,5.940723184534367
-7.912150209104369,9.232939555968834
-10.236895330455152,7.886492152189274
-9.488970325757837,6.836397531734007
-9.43072168087488,6.459532145818887
-8.789806128691183,6.492572799087665
-8.567870930856172,7.273284806049566
-9.07727580350242,6.415959253457105
-9.415099087204343,8.078914141324459
-8.33741056901163,6.345967670700152
-8.738995451206785,8.074910038870492
-10.507733037757383,7.866883107878638
-9.500951515581857,7.894121584091862
-9.601586913178528,5.518640814834184
-10.465870194519173,7.371607862160086
-8.578605254914528,6.419206290394294
-8.199735297858636,5.662002853229743
-8.904407555283328,6.112506715736247
-9.49016386443817,7.370921586815117
-9.698741121919962,6.938967371268878
-7.83203494742157,6.746631045975555
-8.00263564457087,6.193816060841085
-8.308523578720727,8.765091536156604
-11.309972256763299,6.526627660028226
-8.261255629455471,7.1204775294557106
-8.467181883264702,6.719537728782883
-8.751737969163111,7.167845680106623
-7.670545694976203,7.5779437587999166
-8.500725094560808,6.911645949376235
-9.325933980708504,6.890964727679083
-8.443875614257713,6.902538434678441
-8.548552899739597,9.398923714144143
-7.967203053204318,6.997499383330862
-7.637113834472066,6.9154475424771515
-10.876452291813864,6.315436604581299
-10.709119677661866,6.972009431457394
-8.819909377446459,8.999960227773986
-8.511400382871848,7.104422386689839
-8.008922175452522,5.1123876064908185
-8.602713198527445,8.09438810938567
-10.316914002415851,8.467276958705632
-8.499831349141596,6.908235001597902
-8.205545890529725,9.594215773303098
-8.656461501577516,7.571743501799039
-9.297688656176254,6.473678546033911
-8.007991940091765,6.467439089589836
-8.766761519416617,6.845865468733587
-8.35934793088962,7.6571850207856516
-7.800787812378111,6.813506516643956
-9.108202691929382,6.344759199716396
-9.282621016712122,7.700823408543555
-8.081339139990659,6.401357591321077
-7.96872183653035,8.679160774303654
-8.42489285341231,9.20031872805677
